district,mandal,date,rain_(mm),min_humidity_(%),max_humidity_(%),date_yyyy_mm
Wanaparthy,Amarchinta,2025-06-24,0.8,55.1,89.8,2025-06
Wanaparthy,Amarchinta,2025-06-25,1.2,60.8,90.6,2025-06
Wanaparthy,Amarchinta,2025-06-26,5.5,59.8,92.3,2025-06
Wanaparthy,Amarchinta,2025-06-27,0.5,57.5,87.6,2025-06
Wanaparthy,Amarchinta,2025-06-28,0.0,50.8,85.4,2025-06
Wanaparthy,Amarchinta,2025-06-29,0.0,48.1,83.0,2025-06
Wanaparthy,Amarchinta,2025-06-30,0.0,53.7,88.8,2025-06
Wanaparthy,Atmakur,2025-04-06,0.0,86.3,100.0,2025-04
Wanaparthy,Atmakur,2025-08-06,0.0,72.6,100.0,2025-08
Wanaparthy,Atmakur,2025-12-06,45.5,66.5,98.2,2025-12
Wanaparthy,Atmakur,2025-02-06,6.2,80.6,100.0,2025-02
Wanaparthy,Atmakur,2025-01-06,0.0,58.9,89.6,2025-01
Wanaparthy,Atmakur,2025-07-06,0.0,69.2,100.0,2025-07
Wanaparthy,Atmakur,2025-06-06,0.0,85.3,100.0,2025-06
Wanaparthy,Atmakur,2025-03-06,0.1,92.4,100.0,2025-03
Wanaparthy,Atmakur,2025-05-06,0.0,64.1,100.0,2025-05
Wanaparthy,Atmakur,2025-11-06,0.0,86.3,100.0,2025-11
Wanaparthy,Atmakur,2025-10-06,0.0,78.0,100.0,2025-10
Wanaparthy,Atmakur,2025-09-06,0.0,83.1,100.0,2025-09
Wanaparthy,Atmakur,2025-06-13,1.8,66.7,97.7,2025-06
Wanaparthy,Atmakur,2025-06-14,0.0,63.3,93.1,2025-06
Wanaparthy,Atmakur,2025-06-15,0.4,72.5,90.3,2025-06
Wanaparthy,Atmakur,2025-06-16,0.0,66.5,92.2,2025-06
Wanaparthy,Atmakur,2025-06-17,0.3,66.2,92.3,2025-06
Wanaparthy,Atmakur,2025-06-18,0.0,79.0,100.0,2025-06
Wanaparthy,Atmakur,2025-06-19,0.0,78.2,100.0,2025-06
Wanaparthy,Atmakur,2025-06-20,0.0,77.1,100.0,2025-06
Wanaparthy,Atmakur,2025-06-21,0.0,83.3,100.0,2025-06
Wanaparthy,Atmakur,2025-06-22,0.0,75.8,100.0,2025-06
Wanaparthy,Atmakur,2025-06-23,0.0,63.6,100.0,2025-06
Wanaparthy,Atmakur,2025-06-24,3.2,78.5,100.0,2025-06
Wanaparthy,Atmakur,2025-06-25,2.2,64.0,92.3,2025-06
Wanaparthy,Atmakur,2025-06-26,11.1,64.2,96.6,2025-06
Wanaparthy,Atmakur,2025-06-27,0.0,61.0,88.9,2025-06
Wanaparthy,Atmakur,2025-06-28,0.0,81.1,100.0,2025-06
Wanaparthy,Atmakur,2025-06-29,0.0,73.4,100.0,2025-06
Wanaparthy,Atmakur,2025-06-30,0.0,82.9,100.0,2025-06
Wanaparthy,Chinnambavi,2025-04-06,0.0,47.8,83.8,2025-04
Wanaparthy,Chinnambavi,2025-08-06,27.0,38.8,100.0,2025-08
Wanaparthy,Chinnambavi,2025-12-06,4.2,61.8,100.0,2025-12
Wanaparthy,Chinnambavi,2025-02-06,0.0,49.7,92.5,2025-02
Wanaparthy,Chinnambavi,2025-01-06,0.0,50.2,89.6,2025-01
Wanaparthy,Chinnambavi,2025-07-06,0.0,41.5,78.4,2025-07
Wanaparthy,Chinnambavi,2025-06-06,0.0,44.6,85.5,2025-06
Wanaparthy,Chinnambavi,2025-03-06,2.5,44.9,92.5,2025-03
Wanaparthy,Chinnambavi,2025-05-06,0.0,37.1,81.7,2025-05
Wanaparthy,Chinnambavi,2025-11-06,0.0,48.6,91.1,2025-11
Wanaparthy,Chinnambavi,2025-10-06,0.0,48.6,86.9,2025-10
Wanaparthy,Chinnambavi,2025-09-06,0.0,51.2,91.7,2025-09
Wanaparthy,Chinnambavi,2025-06-13,0.0,63.1,98.7,2025-06
Wanaparthy,Chinnambavi,2025-06-14,37.9,63.0,100.0,2025-06
Wanaparthy,Chinnambavi,2025-06-15,0.0,63.1,98.0,2025-06
Wanaparthy,Chinnambavi,2025-06-16,2.6,59.2,93.5,2025-06
Wanaparthy,Chinnambavi,2025-06-17,0.4,60.4,95.4,2025-06
Wanaparthy,Chinnambavi,2025-06-18,3.2,48.1,93.4,2025-06
Wanaparthy,Chinnambavi,2025-06-19,0.0,49.2,89.2,2025-06
Wanaparthy,Chinnambavi,2025-06-20,0.0,47.2,87.3,2025-06
Wanaparthy,Chinnambavi,2025-06-21,4.3,53.9,93.5,2025-06
Wanaparthy,Chinnambavi,2025-06-22,0.0,46.3,82.5,2025-06
Wanaparthy,Chinnambavi,2025-06-23,2.2,41.8,95.3,2025-06
Wanaparthy,Chinnambavi,2025-06-24,0.2,50.3,90.0,2025-06
Wanaparthy,Chinnambavi,2025-06-25,8.7,58.8,100.0,2025-06
Wanaparthy,Chinnambavi,2025-06-26,0.2,60.2,89.9,2025-06
Wanaparthy,Chinnambavi,2025-06-27,1.5,54.7,90.7,2025-06
Wanaparthy,Chinnambavi,2025-06-28,0.2,50.8,90.5,2025-06
Wanaparthy,Chinnambavi,2025-06-29,8.4,48.6,96.9,2025-06
Wanaparthy,Chinnambavi,2025-06-30,0.0,52.0,90.1,2025-06
Wanaparthy,Ghanpur,2025-04-06,0.0,56.9,83.4,2025-04
Wanaparthy,Ghanpur,2025-08-06,0.0,48.6,83.7,2025-08
Wanaparthy,Ghanpur,2025-12-06,41.9,61.7,96.2,2025-12
Wanaparthy,Ghanpur,2025-02-06,0.0,52.8,82.7,2025-02
Wanaparthy,Ghanpur,2025-01-06,0.0,58.9,81.8,2025-01
Wanaparthy,Ghanpur,2025-07-06,0.0,45.4,75.7,2025-07
Wanaparthy,Ghanpur,2025-06-06,0.0,55.4,83.0,2025-06
Wanaparthy,Ghanpur,2025-03-06,7.6,57.1,91.2,2025-03
Wanaparthy,Ghanpur,2025-05-06,0.0,49.0,78.8,2025-05
Wanaparthy,Ghanpur,2025-11-06,0.0,54.8,86.0,2025-11
Wanaparthy,Ghanpur,2025-10-06,0.0,57.4,78.3,2025-10
Wanaparthy,Ghanpur,2025-09-06,0.0,55.6,85.3,2025-09
Wanaparthy,Ghanpur,2025-06-13,0.4,71.3,96.2,2025-06
Wanaparthy,Ghanpur,2025-06-14,0.3,66.5,89.3,2025-06
Wanaparthy,Ghanpur,2025-06-15,0.0,68.3,87.1,2025-06
Wanaparthy,Ghanpur,2025-06-16,1.3,66.9,86.2,2025-06
Wanaparthy,Ghanpur,2025-06-17,1.5,65.0,87.6,2025-06
Wanaparthy,Ghanpur,2025-06-18,0.0,57.1,85.6,2025-06
Wanaparthy,Ghanpur,2025-06-19,0.0,55.3,82.7,2025-06
Wanaparthy,Ghanpur,2025-06-20,0.0,54.8,80.4,2025-06
Wanaparthy,Ghanpur,2025-06-21,1.8,57.5,86.2,2025-06
Wanaparthy,Ghanpur,2025-06-22,0.0,54.8,80.9,2025-06
Wanaparthy,Ghanpur,2025-06-23,0.0,52.2,83.9,2025-06
Wanaparthy,Ghanpur,2025-06-24,0.0,52.3,86.2,2025-06
Wanaparthy,Ghanpur,2025-06-25,0.9,60.4,90.4,2025-06
Wanaparthy,Ghanpur,2025-06-26,4.6,60.4,89.9,2025-06
Wanaparthy,Ghanpur,2025-06-27,0.2,58.9,87.4,2025-06
Wanaparthy,Ghanpur,2025-06-28,0.3,56.1,83.4,2025-06
Wanaparthy,Ghanpur,2025-06-29,0.0,52.7,79.9,2025-06
Wanaparthy,Ghanpur,2025-06-30,2.7,58.9,85.8,2025-06
Wanaparthy,Gopalpeta,2025-04-06,0.0,48.6,85.9,2025-04
Wanaparthy,Gopalpeta,2025-08-06,0.3,42.3,93.9,2025-08
Wanaparthy,Gopalpeta,2025-12-06,85.0,64.8,100.0,2025-12
Wanaparthy,Gopalpeta,2025-02-06,0.0,45.7,92.0,2025-02
Wanaparthy,Gopalpeta,2025-01-06,0.0,54.7,91.5,2025-01
Wanaparthy,Gopalpeta,2025-07-06,0.0,40.4,84.3,2025-07
Wanaparthy,Gopalpeta,2025-06-06,0.0,46.3,99.1,2025-06
Wanaparthy,Gopalpeta,2025-03-06,0.0,51.1,87.6,2025-03
Wanaparthy,Gopalpeta,2025-05-06,0.0,42.3,86.4,2025-05
Wanaparthy,Gopalpeta,2025-11-06,0.0,48.8,97.0,2025-11
Wanaparthy,Gopalpeta,2025-10-06,0.0,44.0,86.4,2025-10
Wanaparthy,Gopalpeta,2025-09-06,0.0,47.3,94.4,2025-09
Wanaparthy,Gopalpeta,2025-06-13,0.0,61.8,100.0,2025-06
Wanaparthy,Gopalpeta,2025-06-14,0.0,67.8,99.1,2025-06
Wanaparthy,Gopalpeta,2025-06-15,5.6,68.2,97.9,2025-06
Wanaparthy,Gopalpeta,2025-06-16,1.9,65.8,98.0,2025-06
Wanaparthy,Gopalpeta,2025-06-17,0.5,67.7,91.1,2025-06
Wanaparthy,Gopalpeta,2025-06-18,0.0,54.2,89.7,2025-06
Wanaparthy,Gopalpeta,2025-06-19,0.0,52.7,87.3,2025-06
Wanaparthy,Gopalpeta,2025-06-20,0.0,53.2,87.8,2025-06
Wanaparthy,Gopalpeta,2025-06-21,2.7,53.7,99.1,2025-06
Wanaparthy,Gopalpeta,2025-06-22,0.0,51.7,88.7,2025-06
Wanaparthy,Gopalpeta,2025-06-23,0.0,48.8,91.5,2025-06
Wanaparthy,Gopalpeta,2025-06-24,0.5,51.7,92.9,2025-06
Wanaparthy,Gopalpeta,2025-06-25,6.6,60.8,99.6,2025-06
Wanaparthy,Gopalpeta,2025-06-26,25.2,70.4,100.0,2025-06
Wanaparthy,Gopalpeta,2025-06-27,0.0,72.3,89.2,2025-06
Wanaparthy,Gopalpeta,2025-06-28,0.0,59.8,85.7,2025-06
Wanaparthy,Gopalpeta,2025-06-29,0.0,48.8,87.3,2025-06
Wanaparthy,Gopalpeta,2025-06-30,0.0,57.8,83.3,2025-06
Wanaparthy,Kothakota,2025-04-06,0.0,47.5,88.7,2025-04
Wanaparthy,Kothakota,2025-08-06,6.1,40.4,90.0,2025-08
Wanaparthy,Kothakota,2025-12-06,40.0,65.8,100.0,2025-12
Wanaparthy,Kothakota,2025-02-06,0.2,45.8,95.9,2025-02
Wanaparthy,Kothakota,2025-01-06,0.0,54.2,90.9,2025-01
Wanaparthy,Kothakota,2025-07-06,0.0,38.6,82.9,2025-07
Wanaparthy,Kothakota,2025-06-06,0.0,48.1,88.6,2025-06
Wanaparthy,Kothakota,2025-03-06,0.0,51.0,88.9,2025-03
Wanaparthy,Kothakota,2025-05-06,0.0,42.7,85.8,2025-05
Wanaparthy,Kothakota,2025-11-06,3.4,45.2,99.5,2025-11
Wanaparthy,Kothakota,2025-10-06,0.0,45.2,86.0,2025-10
Wanaparthy,Kothakota,2025-09-06,0.0,45.0,95.1,2025-09
Wanaparthy,Kothakota,2025-06-13,4.1,64.8,99.3,2025-06
Wanaparthy,Kothakota,2025-06-14,0.0,66.4,98.0,2025-06
Wanaparthy,Kothakota,2025-06-15,6.7,72.0,97.8,2025-06
Wanaparthy,Kothakota,2025-06-16,3.5,66.4,98.5,2025-06
Wanaparthy,Kothakota,2025-06-17,1.2,68.8,97.4,2025-06
Wanaparthy,Kothakota,2025-06-18,0.0,56.8,91.5,2025-06
Wanaparthy,Kothakota,2025-06-19,0.3,49.2,88.6,2025-06
Wanaparthy,Kothakota,2025-06-20,0.0,52.1,87.7,2025-06
Wanaparthy,Kothakota,2025-06-21,0.0,53.7,94.3,2025-06
Wanaparthy,Kothakota,2025-06-22,0.4,44.4,86.2,2025-06
Wanaparthy,Kothakota,2025-06-23,0.0,46.4,94.8,2025-06
Wanaparthy,Kothakota,2025-06-24,0.7,53.7,96.8,2025-06
Wanaparthy,Kothakota,2025-06-25,2.7,57.3,99.1,2025-06
Wanaparthy,Kothakota,2025-06-26,18.9,61.8,100.0,2025-06
Wanaparthy,Kothakota,2025-06-27,2.2,62.8,95.8,2025-06
Wanaparthy,Kothakota,2025-06-28,0.0,51.6,91.0,2025-06
Wanaparthy,Kothakota,2025-06-29,0.0,48.7,90.0,2025-06
Wanaparthy,Kothakota,2025-06-30,0.2,53.2,95.2,2025-06
Wanaparthy,Madanapur,2025-04-06,0.0,62.4,92.9,2025-04
Wanaparthy,Madanapur,2025-08-06,4.7,53.2,91.1,2025-08
Wanaparthy,Madanapur,2025-12-06,35.6,75.1,100.0,2025-12
Wanaparthy,Madanapur,2025-02-06,0.0,57.9,95.3,2025-02
Wanaparthy,Madanapur,2025-01-06,0.0,69.1,93.2,2025-01
Wanaparthy,Madanapur,2025-07-06,0.0,49.7,88.3,2025-07
Wanaparthy,Madanapur,2025-06-06,0.0,62.6,90.8,2025-06
Wanaparthy,Madanapur,2025-03-06,0.0,66.7,93.4,2025-03
Wanaparthy,Madanapur,2025-05-06,0.0,51.4,89.7,2025-05
Wanaparthy,Madanapur,2025-11-06,5.8,60.7,95.0,2025-11
Wanaparthy,Madanapur,2025-10-06,0.0,59.1,90.3,2025-10
Wanaparthy,Madanapur,2025-09-06,0.0,59.1,94.4,2025-09
Wanaparthy,Madanapur,2025-06-13,0.0,80.9,99.1,2025-06
Wanaparthy,Madanapur,2025-06-14,0.0,76.8,96.0,2025-06
Wanaparthy,Madanapur,2025-06-15,0.0,81.8,94.5,2025-06
Wanaparthy,Madanapur,2025-06-16,0.8,78.4,96.3,2025-06
Wanaparthy,Madanapur,2025-06-17,0.3,77.4,95.4,2025-06
Wanaparthy,Madanapur,2025-06-18,0.0,64.5,93.5,2025-06
Wanaparthy,Madanapur,2025-06-19,0.0,59.0,92.5,2025-06
Wanaparthy,Madanapur,2025-06-20,0.0,60.3,91.3,2025-06
Wanaparthy,Madanapur,2025-06-21,0.0,65.0,93.2,2025-06
Wanaparthy,Madanapur,2025-06-22,0.0,58.4,91.7,2025-06
Wanaparthy,Madanapur,2025-06-23,0.0,52.4,93.0,2025-06
Wanaparthy,Madanapur,2025-06-24,0.4,62.1,94.6,2025-06
Wanaparthy,Madanapur,2025-06-25,3.3,72.8,98.6,2025-06
Wanaparthy,Madanapur,2025-06-26,9.3,74.1,97.4,2025-06
Wanaparthy,Madanapur,2025-06-27,0.4,72.4,93.9,2025-06
Wanaparthy,Madanapur,2025-06-28,0.0,60.8,93.3,2025-06
Wanaparthy,Madanapur,2025-06-29,0.0,56.0,91.8,2025-06
Wanaparthy,Madanapur,2025-06-30,0.8,63.6,93.0,2025-06
Wanaparthy,Pangal,2025-04-06,0.0,46.2,86.0,2025-04
Wanaparthy,Pangal,2025-08-06,2.8,38.4,95.6,2025-08
Wanaparthy,Pangal,2025-12-06,30.1,61.9,100.0,2025-12
Wanaparthy,Pangal,2025-02-06,0.4,50.5,93.8,2025-02
Wanaparthy,Pangal,2025-01-06,0.0,55.4,92.4,2025-01
Wanaparthy,Pangal,2025-07-06,0.0,40.0,84.6,2025-07
Wanaparthy,Pangal,2025-06-06,0.0,46.2,91.9,2025-06
Wanaparthy,Pangal,2025-03-06,0.3,49.3,90.6,2025-03
Wanaparthy,Pangal,2025-05-06,0.3,40.3,91.0,2025-05
Wanaparthy,Pangal,2025-11-06,0.0,45.7,93.7,2025-11
Wanaparthy,Pangal,2025-10-06,0.0,44.8,86.1,2025-10
Wanaparthy,Pangal,2025-09-06,3.0,48.5,92.9,2025-09
Wanaparthy,Pangal,2025-06-13,1.6,64.0,100.0,2025-06
Wanaparthy,Pangal,2025-06-14,0.3,64.5,98.9,2025-06
Wanaparthy,Pangal,2025-06-15,0.6,62.9,92.9,2025-06
Wanaparthy,Pangal,2025-06-16,13.9,65.0,99.0,2025-06
Wanaparthy,Pangal,2025-06-17,1.0,66.1,96.2,2025-06
Wanaparthy,Pangal,2025-06-18,0.0,53.3,93.3,2025-06
Wanaparthy,Pangal,2025-06-19,0.4,52.3,91.8,2025-06
Wanaparthy,Pangal,2025-06-20,0.0,51.3,88.4,2025-06
Wanaparthy,Pangal,2025-06-21,7.4,54.4,99.9,2025-06
Wanaparthy,Pangal,2025-06-22,0.1,49.3,88.2,2025-06
Wanaparthy,Pangal,2025-06-23,3.5,43.9,95.2,2025-06
Wanaparthy,Pangal,2025-06-24,1.3,52.9,95.2,2025-06
Wanaparthy,Pangal,2025-06-25,2.6,59.2,99.0,2025-06
Wanaparthy,Pangal,2025-06-26,11.0,64.0,97.5,2025-06
Wanaparthy,Pangal,2025-06-27,2.8,61.9,94.3,2025-06
Wanaparthy,Pangal,2025-06-28,0.1,54.5,90.6,2025-06
Wanaparthy,Pangal,2025-06-29,0.0,47.5,89.7,2025-06
Wanaparthy,Pangal,2025-06-30,0.6,52.8,97.6,2025-06
Wanaparthy,Pebbair,2025-04-06,0.0,60.2,90.1,2025-04
Wanaparthy,Pebbair,2025-08-06,2.8,52.4,95.6,2025-08
Wanaparthy,Pebbair,2025-12-06,31.7,71.7,100.0,2025-12
Wanaparthy,Pebbair,2025-02-06,0.0,58.8,92.2,2025-02
Wanaparthy,Pebbair,2025-01-06,0.0,61.6,91.4,2025-01
Wanaparthy,Pebbair,2025-07-06,0.0,53.8,84.7,2025-07
Wanaparthy,Pebbair,2025-06-06,0.0,58.4,88.4,2025-06
Wanaparthy,Pebbair,2025-03-06,0.0,55.2,93.5,2025-03
Wanaparthy,Pebbair,2025-05-06,0.0,49.8,89.7,2025-05
Wanaparthy,Pebbair,2025-11-06,2.2,57.5,100.0,2025-11
Wanaparthy,Pebbair,2025-10-06,0.0,59.3,87.6,2025-10
Wanaparthy,Pebbair,2025-09-06,2.1,58.4,97.8,2025-09
Wanaparthy,Pebbair,2025-06-13,23.2,71.7,100.0,2025-06
Wanaparthy,Pebbair,2025-06-14,0.0,76.0,100.0,2025-06
Wanaparthy,Pebbair,2025-06-15,0.0,70.1,93.8,2025-06
Wanaparthy,Pebbair,2025-06-16,3.0,68.7,99.4,2025-06
Wanaparthy,Pebbair,2025-06-17,0.8,67.8,98.8,2025-06
Wanaparthy,Pebbair,2025-06-18,0.0,52.4,89.3,2025-06
Wanaparthy,Pebbair,2025-06-19,0.0,47.4,85.5,2025-06
Wanaparthy,Pebbair,2025-06-20,0.0,47.4,83.9,2025-06
Wanaparthy,Pebbair,2025-06-21,23.0,49.4,100.0,2025-06
Wanaparthy,Pebbair,2025-06-22,0.0,46.4,83.6,2025-06
Wanaparthy,Pebbair,2025-06-23,6.3,39.9,100.0,2025-06
Wanaparthy,Pebbair,2025-06-24,0.0,49.3,98.8,2025-06
Wanaparthy,Pebbair,2025-06-25,12.0,57.0,100.0,2025-06
Wanaparthy,Pebbair,2025-06-26,7.8,66.6,98.4,2025-06
Wanaparthy,Pebbair,2025-06-27,0.0,57.8,98.8,2025-06
Wanaparthy,Pebbair,2025-06-28,0.0,53.2,86.8,2025-06
Wanaparthy,Pebbair,2025-06-29,0.0,45.6,90.5,2025-06
Wanaparthy,Pebbair,2025-06-30,0.4,51.9,96.5,2025-06
Wanaparthy,Peddamandadi,2025-04-06,0.0,50.0,90.7,2025-04
Wanaparthy,Peddamandadi,2025-08-06,0.0,44.0,88.5,2025-08
Wanaparthy,Peddamandadi,2025-12-06,42.1,61.8,100.0,2025-12
Wanaparthy,Peddamandadi,2025-02-06,0.0,45.8,93.7,2025-02
Wanaparthy,Peddamandadi,2025-01-06,0.0,53.9,89.4,2025-01
Wanaparthy,Peddamandadi,2025-07-06,0.0,41.4,82.8,2025-07
Wanaparthy,Peddamandadi,2025-06-06,0.0,50.5,89.8,2025-06
Wanaparthy,Peddamandadi,2025-03-06,0.0,51.5,86.3,2025-03
Wanaparthy,Peddamandadi,2025-05-06,0.0,43.0,85.5,2025-05
Wanaparthy,Peddamandadi,2025-11-06,0.5,50.0,91.0,2025-11
Wanaparthy,Peddamandadi,2025-10-06,0.0,48.9,85.5,2025-10
Wanaparthy,Peddamandadi,2025-09-06,0.0,50.5,90.2,2025-09
Wanaparthy,Peddamandadi,2025-06-13,0.0,68.4,99.8,2025-06
Wanaparthy,Peddamandadi,2025-06-14,0.0,59.9,97.0,2025-06
Wanaparthy,Peddamandadi,2025-06-15,14.4,71.4,99.3,2025-06
Wanaparthy,Peddamandadi,2025-06-16,8.9,64.9,98.4,2025-06
Wanaparthy,Peddamandadi,2025-06-17,0.9,69.2,93.2,2025-06
Wanaparthy,Peddamandadi,2025-06-18,0.0,59.9,91.1,2025-06
Wanaparthy,Peddamandadi,2025-06-19,3.7,52.5,97.9,2025-06
Wanaparthy,Peddamandadi,2025-06-20,0.0,52.5,87.7,2025-06
Wanaparthy,Peddamandadi,2025-06-21,3.2,53.0,98.4,2025-06
Wanaparthy,Peddamandadi,2025-06-22,0.0,51.0,89.8,2025-06
Wanaparthy,Peddamandadi,2025-06-23,0.0,46.8,91.5,2025-06
Wanaparthy,Peddamandadi,2025-06-24,4.5,53.0,96.1,2025-06
Wanaparthy,Peddamandadi,2025-06-25,8.7,65.9,98.9,2025-06
Wanaparthy,Peddamandadi,2025-06-26,7.9,61.8,99.4,2025-06
Wanaparthy,Peddamandadi,2025-06-27,3.8,62.2,93.2,2025-06
Wanaparthy,Peddamandadi,2025-06-28,0.0,52.5,90.7,2025-06
Wanaparthy,Peddamandadi,2025-06-29,0.0,48.9,88.5,2025-06
Wanaparthy,Peddamandadi,2025-06-30,0.0,54.9,89.8,2025-06
Wanaparthy,Revelly,2025-04-06,0.0,54.8,80.9,2025-04
Wanaparthy,Revelly,2025-08-06,0.0,49.6,85.8,2025-08
Wanaparthy,Revelly,2025-12-06,58.3,64.9,100.0,2025-12
Wanaparthy,Revelly,2025-02-06,0.0,54.0,90.0,2025-02
Wanaparthy,Revelly,2025-01-06,0.0,60.6,85.0,2025-01
Wanaparthy,Revelly,2025-07-06,0.0,46.7,77.6,2025-07
Wanaparthy,Revelly,2025-06-06,0.0,52.4,85.2,2025-06
Wanaparthy,Revelly,2025-03-06,0.0,53.8,82.5,2025-03
Wanaparthy,Revelly,2025-05-06,0.0,50.2,79.7,2025-05
Wanaparthy,Revelly,2025-11-06,0.9,52.1,93.7,2025-11
Wanaparthy,Revelly,2025-10-06,0.0,53.1,84.8,2025-10
Wanaparthy,Revelly,2025-09-06,25.1,52.8,90.5,2025-09
Wanaparthy,Revelly,2025-06-13,0.5,80.6,96.2,2025-06
Wanaparthy,Revelly,2025-06-14,0.0,72.1,95.3,2025-06
Wanaparthy,Revelly,2025-06-15,13.5,76.3,92.6,2025-06
Wanaparthy,Revelly,2025-06-16,15.6,74.9,95.3,2025-06
Wanaparthy,Revelly,2025-06-17,0.8,78.0,92.6,2025-06
Wanaparthy,Revelly,2025-06-18,0.0,64.0,88.0,2025-06
Wanaparthy,Revelly,2025-06-19,0.0,57.2,86.2,2025-06
Wanaparthy,Revelly,2025-06-20,0.0,56.0,83.9,2025-06
Wanaparthy,Revelly,2025-06-21,11.9,59.0,94.1,2025-06
Wanaparthy,Revelly,2025-06-22,0.0,57.1,83.6,2025-06
Wanaparthy,Revelly,2025-06-23,0.0,52.1,89.0,2025-06
Wanaparthy,Revelly,2025-06-24,1.4,55.9,91.8,2025-06
Wanaparthy,Revelly,2025-06-25,10.9,62.6,94.6,2025-06
Wanaparthy,Revelly,2025-06-26,30.2,69.8,95.8,2025-06
Wanaparthy,Revelly,2025-06-27,0.5,76.9,93.5,2025-06
Wanaparthy,Revelly,2025-06-28,0.0,60.4,86.8,2025-06
Wanaparthy,Revelly,2025-06-29,0.0,56.1,86.1,2025-06
Wanaparthy,Revelly,2025-06-30,0.0,60.8,87.1,2025-06
Wanaparthy,Srirangapur,2025-04-06,0.0,48.4,87.0,2025-04
Wanaparthy,Srirangapur,2025-08-06,1.0,42.8,95.1,2025-08
Wanaparthy,Srirangapur,2025-12-06,16.2,61.1,100.0,2025-12
Wanaparthy,Srirangapur,2025-02-06,0.2,47.9,93.3,2025-02
Wanaparthy,Srirangapur,2025-01-06,0.0,53.6,89.5,2025-01
Wanaparthy,Srirangapur,2025-07-06,0.0,43.6,79.7,2025-07
Wanaparthy,Srirangapur,2025-06-06,0.0,48.4,86.3,2025-06
Wanaparthy,Srirangapur,2025-03-06,0.0,42.8,86.2,2025-03
Wanaparthy,Srirangapur,2025-05-06,0.2,38.0,84.9,2025-05
Wanaparthy,Srirangapur,2025-11-06,0.3,48.9,98.1,2025-11
Wanaparthy,Srirangapur,2025-10-06,0.0,47.9,84.1,2025-10
Wanaparthy,Srirangapur,2025-09-06,0.0,49.9,92.9,2025-09
Wanaparthy,Srirangapur,2025-06-13,11.5,61.5,100.0,2025-06
Wanaparthy,Srirangapur,2025-06-14,0.6,66.2,98.0,2025-06
Wanaparthy,Srirangapur,2025-06-15,0.0,63.4,91.6,2025-06
Wanaparthy,Srirangapur,2025-06-16,4.4,64.3,93.8,2025-06
Wanaparthy,Srirangapur,2025-06-17,1.2,62.0,93.3,2025-06
Wanaparthy,Srirangapur,2025-06-18,0.0,50.4,91.1,2025-06
Wanaparthy,Srirangapur,2025-06-19,0.0,45.0,87.7,2025-06
Wanaparthy,Srirangapur,2025-06-20,0.0,46.8,86.4,2025-06
Wanaparthy,Srirangapur,2025-06-21,9.2,47.9,97.8,2025-06
Wanaparthy,Srirangapur,2025-06-22,0.0,47.9,86.6,2025-06
Wanaparthy,Srirangapur,2025-06-23,5.3,42.8,97.1,2025-06
Wanaparthy,Srirangapur,2025-06-24,0.3,50.0,91.6,2025-06
Wanaparthy,Srirangapur,2025-06-25,13.0,55.9,100.0,2025-06
Wanaparthy,Srirangapur,2025-06-26,7.1,66.0,94.2,2025-06
Wanaparthy,Srirangapur,2025-06-27,0.3,56.9,93.8,2025-06
Wanaparthy,Srirangapur,2025-06-28,0.0,52.6,89.9,2025-06
Wanaparthy,Srirangapur,2025-06-29,0.3,47.2,88.3,2025-06
Wanaparthy,Srirangapur,2025-06-30,3.1,51.7,93.3,2025-06
Wanaparthy,Veepangandla,2025-04-06,0.0,57.7,95.9,2025-04
Wanaparthy,Veepangandla,2025-08-06,11.9,48.4,100.0,2025-08
Wanaparthy,Veepangandla,2025-12-06,8.5,74.4,100.0,2025-12
Wanaparthy,Veepangandla,2025-02-06,0.0,57.7,100.0,2025-02
Wanaparthy,Veepangandla,2025-01-06,0.0,63.8,98.8,2025-01
Wanaparthy,Veepangandla,2025-07-06,0.0,48.5,87.8,2025-07
Wanaparthy,Veepangandla,2025-06-06,0.0,55.9,98.9,2025-06
Wanaparthy,Veepangandla,2025-03-06,2.4,54.5,100.0,2025-03
Wanaparthy,Veepangandla,2025-05-06,0.0,46.9,96.5,2025-05
Wanaparthy,Veepangandla,2025-11-06,0.0,55.9,100.0,2025-11
Wanaparthy,Veepangandla,2025-10-06,0.0,54.0,97.3,2025-10
Wanaparthy,Veepangandla,2025-09-06,0.0,60.1,100.0,2025-09
Wanaparthy,Veepangandla,2025-06-13,0.0,93.9,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-14,18.1,65.9,98.1,2025-06
Wanaparthy,Veepangandla,2025-06-15,2.9,66.3,94.0,2025-06
Wanaparthy,Veepangandla,2025-06-16,4.6,79.0,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-17,3.8,91.2,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-18,0.0,62.9,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-19,6.6,61.5,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-20,0.0,59.6,98.9,2025-06
Wanaparthy,Veepangandla,2025-06-21,0.1,60.1,100.0,2025-06
Wanaparthy,Veepangandla,2025-06-22,0.0,55.4,90.9,2025-06
Wanaparthy,Veepangandla,2025-06-23,1.2,44.6,87.5,2025-06
Wanaparthy,Veepangandla,2025-06-24,0.0,53.2,100.0,2025-06
